district,year,national_severity_weight,basin_exposure_weight,erosion_weight,proxy_peak_exceedance_score,proxy_days_above_danger_score,proxy_percent_area_flooded_score,FDI_proxy_0_1,floodplain_context,rank_in_year,Latitude,Longitude
Magura,2020,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.49,89.42
Meherpur,2020,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.77,88.63
Narail,2020,1.0,0.65,0.45,0.703,0.755,0.79,0.711,Ganges west/Upper Padma,33,23.18,89.5
Dhaka,2020,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.8103,90.4125
Faridpur,2020,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.607,89.8429
Gopalganj,2020,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.02,89.83
Madaripur,2020,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.17,90.19
Munshiganj,2020,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.54,90.53
Narayanganj,2020,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.6226,90.501
Shariatpur,2020,1.0,0.4,0.9,0.49,0.58,0.64,0.588,Padma-Ganges system,44,23.22,90.35
Gazipur,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,23.96,91.11
Cumilla,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,23.46,91.18
Joypurhat,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,25.1,89.02
Naogaon,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.81,88.94
Natore,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2020,1.0,0.4,0.45,0.49,0.58,0.64,0.543,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.25,89.9167
Chandpur,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.85,89.37
Pabna,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.45,89.71
Gaibandha,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,2021,0.25,1.0,0.9,0.25,0.25,0.25,0.315,Jamuna braidplain,1,24.923,89.9501
Chattogram,2021,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,2021,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,2021,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,2021,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.65,89.7667
Khulna,2021,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.8167,89.55
Satkhira,2021,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.7234,89.0751
Barguna,2021,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.15,90.13
Patuakhali,2021,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.35,90.3
Pirojpur,2021,0.25,1.0,0.75,0.25,0.25,0.25,0.3,Coastal & estuary,15,22.58,89.98
Kishoreganj,2021,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,2021,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,2021,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,2021,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,2021,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,2021,0.25,1.0,0.45,0.25,0.25,0.25,0.27,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,2021,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,23.1,91.98
Rangamati,2021,0.25,0.65,0.55,0.176,0.189,0.198,0.221,Hill & flash-flood,31,22.65,92.17
Dhaka,2021,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.8103,90.4125
Faridpur,2021,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.607,89.8429
Gopalganj,2021,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.02,89.83
Madaripur,2021,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.17,90.19
Munshiganj,2021,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.54,90.53
Narayanganj,2021,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.6226,90.501
Shariatpur,2021,0.25,0.4,0.9,0.122,0.145,0.16,0.215,Padma-Ganges system,33,23.22,90.35
Dinajpur,2021,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.625,88.65
Lalmonirhat,2021,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.92,89.45
Nilphamari,2021,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.95,88.85
Rangpur,2021,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Teesta sub-basin,40,25.7449,89.2756
Chuadanga,2021,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.63,88.83
Jashore,2021,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.17,89.2
Jhenaidah,2021,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.55,89.15
Kushtia,2021,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.9,89.12
Magura,2021,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.49,89.42
Meherpur,2021,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.77,88.63
Narail,2021,0.25,0.65,0.45,0.176,0.189,0.198,0.211,Ganges west/Upper Padma,40,23.18,89.5
Gazipur,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.96,91.11
Cumilla,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,23.46,91.18
Joypurhat,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.1,89.02
Naogaon,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.81,88.94
Natore,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2021,0.25,0.4,0.45,0.122,0.145,0.16,0.17,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.25,89.9167
Chandpur,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.85,89.37
Pabna,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.45,89.71
Gaibandha,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,2022,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.923,89.9501
Chattogram,2022,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,2022,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,2022,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,2022,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.65,89.7667
Khulna,2022,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.8167,89.55
Satkhira,2022,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.7234,89.0751
Barguna,2022,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.15,90.13
Patuakhali,2022,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.35,90.3
Pirojpur,2022,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.58,89.98
Kishoreganj,2022,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,2022,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,2022,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,2022,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,2022,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,2022,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,2022,0.6,0.65,0.55,0.421,0.453,0.474,0.454,Hill & flash-flood,31,23.1,91.98
Rangamati,2022,0.6,0.65,0.55,0.421,0.453,0.474,0.454,Hill & flash-flood,31,22.65,92.17
Dinajpur,2022,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.625,88.65
Lalmonirhat,2022,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.92,89.45
Nilphamari,2022,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.95,88.85
Rangpur,2022,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.7449,89.2756
Chuadanga,2022,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.63,88.83
Jashore,2022,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.17,89.2
Jhenaidah,2022,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.55,89.15
Kushtia,2022,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.9,89.12
Magura,2022,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.49,89.42
Meherpur,2022,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.77,88.63
Narail,2022,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.18,89.5
Dhaka,2022,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.8103,90.4125
Faridpur,2022,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.607,89.8429
Gopalganj,2022,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.02,89.83
Madaripur,2022,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.17,90.19
Munshiganj,2022,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.54,90.53
Narayanganj,2022,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.6226,90.501
Shariatpur,2022,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.22,90.35
Gazipur,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.96,91.11
Cumilla,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.46,91.18
Joypurhat,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.1,89.02
Naogaon,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.81,88.94
Natore,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2022,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.25,89.9167
Chandpur,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.85,89.37
Pabna,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.45,89.71
Gaibandha,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,2023,0.6,1.0,0.9,0.6,0.6,0.6,0.63,Jamuna braidplain,1,24.923,89.9501
Chattogram,2023,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,2023,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,2023,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,2023,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.65,89.7667
Khulna,2023,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.8167,89.55
Satkhira,2023,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.7234,89.0751
Barguna,2023,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.15,90.13
Patuakhali,2023,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.35,90.3
Pirojpur,2023,0.6,1.0,0.75,0.6,0.6,0.6,0.615,Coastal & estuary,15,22.58,89.98
Kishoreganj,2023,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.44,90.77
Habiganj,2023,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.38,91.42
Moulvibazar,2023,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.48,91.77
Sunamganj,2023,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,25.07,91.4
Sylhet,2023,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.899,91.872
Netrokona,2023,0.6,1.0,0.45,0.6,0.6,0.6,0.585,Haor (Surma-Kushiyara),25,24.88,90.73
Khagrachhari,2023,0.6,0.65,0.55,0.421,0.453,0.474,0.454,Hill & flash-flood,31,23.1,91.98
Rangamati,2023,0.6,0.65,0.55,0.421,0.453,0.474,0.454,Hill & flash-flood,31,22.65,92.17
Dinajpur,2023,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.625,88.65
Lalmonirhat,2023,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.92,89.45
Nilphamari,2023,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.95,88.85
Rangpur,2023,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Teesta sub-basin,33,25.7449,89.2756
Chuadanga,2023,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.63,88.83
Jashore,2023,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.17,89.2
Jhenaidah,2023,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.55,89.15
Kushtia,2023,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.9,89.12
Magura,2023,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.49,89.42
Meherpur,2023,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.77,88.63
Narail,2023,0.6,0.65,0.45,0.421,0.453,0.474,0.444,Ganges west/Upper Padma,33,23.18,89.5
Dhaka,2023,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.8103,90.4125
Faridpur,2023,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.607,89.8429
Gopalganj,2023,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.02,89.83
Madaripur,2023,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.17,90.19
Munshiganj,2023,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.54,90.53
Narayanganj,2023,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.6226,90.501
Shariatpur,2023,0.6,0.4,0.9,0.294,0.348,0.384,0.389,Padma-Ganges system,44,23.22,90.35
Gazipur,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.0,90.4167
Narsingdi,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.9207,90.7188
Brahmanbaria,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.96,91.11
Cumilla,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,23.46,91.18
Joypurhat,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.1,89.02
Naogaon,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.81,88.94
Natore,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.42,89.0
Rajshahi,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.3745,88.6042
Panchagarh,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.33,88.56
Thakurgaon,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,26.02,88.46
Mymensingh,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,24.7434,90.3984
Sherpur,2023,0.6,0.4,0.45,0.294,0.348,0.384,0.344,Inland/less flood-prone,51,25.0188,90.0175
Manikganj,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Padma-Ganges system,1,23.86,90.0
Rajbari,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Padma-Ganges system,1,23.72,89.65
Tangail,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.25,89.9167
Chandpur,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary,1,23.23,90.65
Lakshmipur,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.95,90.83
Noakhali,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.82,91.1
Bogura,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.85,89.37
Pabna,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.0064,89.2493
Sirajganj,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.45,89.71
Gaibandha,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Teesta sub-basin,1,25.33,89.55
Kurigram,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain + Teesta sub-basin,1,25.81,89.65
Barishal,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.7,90.37
Bhola,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Lower Meghna & estuary + Coastal & estuary,1,22.69,90.65
Jamalpur,2024,1.0,1.0,0.9,1.0,1.0,1.0,0.99,Jamuna braidplain,1,24.923,89.9501
Chattogram,2024,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,22.35,91.83
Cox's Bazar,2024,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,21.4272,92.0058
Feni,2024,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary + Hill & flash-flood,15,23.02,91.4
Bagerhat,2024,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.65,89.7667
Khulna,2024,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.8167,89.55
Satkhira,2024,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.7234,89.0751
Barguna,2024,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.15,90.13
Patuakhali,2024,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.35,90.3
Pirojpur,2024,1.0,1.0,0.75,1.0,1.0,1.0,0.975,Coastal & estuary,15,22.58,89.98
Kishoreganj,2024,1.0,1.0,0.45,1.0,1.0,1.0,0.945,Haor (Surma-Kushiyara),25,24.44,90.77
